"rules" "support" "confidence" "coverage" "lift" "count" "phi" "gini"
"68" "{items=Tea,Coffee,daypart=Afternoon} => {day_type=Weekday}" 0.001162176439514 0.846153846153846 0.00137348124669836 1.30331100957627 11 0.0153034692789592 0.000106666617169557
"31" "{items=Bread,Sandwich} => {day_type=Weekday}" 0.00158478605388273 0.833333333333333 0.00190174326465927 1.28356387306753 15 0.0168396125987543 0.000129155505147902
"49" "{items=Tea,Cookies,daypart=Afternoon} => {day_type=Weekday}" 0.00105652403592182 0.833333333333333 0.00126782884310618 1.28356387306753 10 0.0137451218874285 8.60490184516477e-05
"51" "{items=Tea,Tea,daypart=Afternoon} => {day_type=Weekday}" 0.00105652403592182 0.833333333333333 0.00126782884310618 1.28356387306753 10 0.0137451218874285 8.60490184516477e-05
"71" "{items=Coffee,Scone,daypart=Afternoon} => {day_type=Weekday}" 0.00211304807184363 0.833333333333333 0.00253565768621236 1.28356387306753 20 0.0194508875607976 0.00017231678242173
"89" "{items=Coffee,Pastry,daypart=Morning} => {day_type=Weekday}" 0.00570522979397781 0.818181818181818 0.00697305863708399 1.26022634810267 54 0.0296670464647034 0.000400864274931953
"90" "{items=Coffee,daypart=Evening} => {day_type=Weekday}" 0.00137348124669836 0.8125 0.00169043845747491 1.25147477624085 13 0.0140784031971677 9.02725120582731e-05
"36" "{items=Tea,Cake} => {day_type=Weekday}" 0.00264131008980454 0.806451612903226 0.00327522451135763 1.24215858683955 25 0.0188853347065342 0.000162441915697628
"66" "{items=Coffee,Coffee,Pastry,daypart=Morning} => {day_type=Weekday}" 0.00169043845747491 0.8 0.00211304807184363 1.23222131814483 16 0.01453811180129 9.6264185084502e-05
"80" "{items=Coffee,Muffin,daypart=Afternoon} => {day_type=Weekday}" 0.00169043845747491 0.8 0.00211304807184363 1.23222131814483 16 0.01453811180129 9.6264185084502e-05
